-180,65, phh2o ,1294,6.76166, ASIA
115,69, phh2o ,1095,5.87836, ASIA
115,69.5, phh2o ,1070,6.57445, ASIA
115.5,65, phh2o ,1294,5.52169, ASIA
115.5,65.5, phh2o ,1270,5.62124, ASIA
115.5,66, phh2o ,1245,5.96537, ASIA
115.5,66.5, phh2o ,1220,6.2264, ASIA
115.5,67, phh2o ,1195,6.45844, ASIA
115.5,67.5, phh2o ,1171,5.87836, ASIA
115.5,68, phh2o ,1146,6.51644, ASIA
115.5,68.5, phh2o ,1120,6.63246, ASIA
115.5,69, phh2o ,1095,5.99437, ASIA
115.5,69.5, phh2o ,1070,6.45844, ASIA
116,65, phh2o ,1294,5.52169, ASIA
116,65.5, phh2o ,1270,5.62124, ASIA
116,66, phh2o ,1245,5.82035, ASIA
116,66.5, phh2o ,1220,6.05238, ASIA
116,67, phh2o ,1195,6.05238, ASIA
116,67.5, phh2o ,1171,6.31342, ASIA
116,68, phh2o ,1146,6.45844, ASIA
116,68.5, phh2o ,1120,6.1974, ASIA
116,69, phh2o ,1095,6.1684, ASIA
116,69.5, phh2o ,1070,6.57445, ASIA
116.5,65, phh2o ,1294,5.52169, ASIA
116.5,65.5, phh2o ,1270,5.57976, ASIA
116.5,66, phh2o ,1245,5.82035, ASIA
116.5,66.5, phh2o ,1220,5.99437, ASIA
116.5,67, phh2o ,1195,5.99437, ASIA
116.5,67.5, phh2o ,1171,6.34242, ASIA
116.5,68, phh2o ,1146,6.05238, ASIA
116.5,68.5, phh2o ,1120,6.11039, ASIA
116.5,69, phh2o ,1095,5.99437, ASIA
116.5,69.5, phh2o ,1070,6.37142, ASIA
117,65, phh2o ,1294,5.52169, ASIA
117,65.5, phh2o ,1270,5.57147, ASIA
117,66, phh2o ,1245,5.82035, ASIA
117,66.5, phh2o ,1220,5.82035, ASIA
117,67, phh2o ,1195,6.1684, ASIA
117,67.5, phh2o ,1171,5.82035, ASIA
117,68, phh2o ,1146,6.2264, ASIA
117,68.5, phh2o ,1120,5.99437, ASIA
117,69, phh2o ,1095,5.99437, ASIA
117,69.5, phh2o ,1070,6.45844, ASIA
117.5,65, phh2o ,1294,5.52169, ASIA
117.5,65.5, phh2o ,1270,5.59636, ASIA
117.5,66, phh2o ,1245,5.82035, ASIA
117.5,66.5, phh2o ,1220,5.82035, ASIA
117.5,67, phh2o ,1195,6.54545, ASIA
117.5,67.5, phh2o ,1171,6.1974, ASIA
117.5,68, phh2o ,1146,5.93637, ASIA
117.5,68.5, phh2o ,1120,5.82035, ASIA
117.5,69, phh2o ,1095,5.99437, ASIA
117.5,69.5, phh2o ,1070,6.40043, ASIA
118,65, phh2o ,1294,5.52169, ASIA
118,65.5, phh2o ,1270,5.62124, ASIA
118,66, phh2o ,1245,5.82035, ASIA
118,66.5, phh2o ,1220,5.82035, ASIA
118,67, phh2o ,1195,6.13939, ASIA
118,67.5, phh2o ,1171,6.83549, ASIA
118,68, phh2o ,1146,6.08139, ASIA
118,68.5, phh2o ,1120,5.82035, ASIA
118,69, phh2o ,1095,6.05238, ASIA
118,69.5, phh2o ,1070,6.37142, ASIA
118.5,65, phh2o ,1294,5.52169, ASIA
118.5,65.5, phh2o ,1270,5.66272, ASIA
118.5,66, phh2o ,1245,5.82035, ASIA
118.5,66.5, phh2o ,1220,5.82035, ASIA
118.5,67, phh2o ,1195,5.82035, ASIA
118.5,67.5, phh2o ,1171,6.42943, ASIA
118.5,68, phh2o ,1146,6.45844, ASIA
118.5,68.5, phh2o ,1120,6.54545, ASIA
118.5,69, phh2o ,1095,6.1974, ASIA
118.5,69.5, phh2o ,1070,5.99437, ASIA
119,65, phh2o ,1294,5.52169, ASIA
119,65.5, phh2o ,1270,5.67102, ASIA
119,66, phh2o ,1245,5.82035, ASIA
119,66.5, phh2o ,1220,5.82035, ASIA
119,67, phh2o ,1195,5.82035, ASIA
119,67.5, phh2o ,1171,6.28441, ASIA
119,68, phh2o ,1146,6.86449, ASIA
119,68.5, phh2o ,1120,6.86449, ASIA
119,69, phh2o ,1095,6.37142, ASIA
119,69.5, phh2o ,1070,5.82035, ASIA
119.5,65, phh2o ,1294,5.52169, ASIA
119.5,65.5, phh2o ,1270,5.62954, ASIA
119.5,66, phh2o ,1245,5.82035, ASIA
119.5,66.5, phh2o ,1220,5.82035, ASIA
119.5,67, phh2o ,1195,5.82035, ASIA
119.5,67.5, phh2o ,1171,6.25541, ASIA
119.5,68, phh2o ,1146,6.83549, ASIA
119.5,68.5, phh2o ,1120,6.86449, ASIA
119.5,69, phh2o ,1095,6.13939, ASIA
119.5,69.5, phh2o ,1070,5.90736, ASIA
120,65, phh2o ,1294,5.52169, ASIA
120,65.5, phh2o ,1270,5.62124, ASIA
120,66, phh2o ,1245,5.82035, ASIA
120,66.5, phh2o ,1220,5.96537, ASIA
120,67, phh2o ,1195,5.82035, ASIA
120,67.5, phh2o ,1171,6.54545, ASIA
120,68, phh2o ,1146,6.57445, ASIA
120,68.5, phh2o ,1120,6.71947, ASIA
120,69, phh2o ,1095,6.80648, ASIA
120,69.5, phh2o ,1070,6.34242, ASIA
120.5,65, phh2o ,1294,5.52169, ASIA
120.5,65.5, phh2o ,1270,5.61295, ASIA
120.5,66, phh2o ,1245,5.82035, ASIA
120.5,66.5, phh2o ,1220,6.69047, ASIA
120.5,67, phh2o ,1195,6.1684, ASIA
120.5,67.5, phh2o ,1171,6.34242, ASIA
120.5,68, phh2o ,1146,6.57445, ASIA
120.5,68.5, phh2o ,1120,6.54545, ASIA
120.5,69, phh2o ,1095,6.28441, ASIA
120.5,69.5, phh2o ,1070,6.2264, ASIA
121,65, phh2o ,1294,5.52169, ASIA
121,65.5, phh2o ,1270,5.65848, ASIA
121,66, phh2o ,1245,5.90736, ASIA
121,66.5, phh2o ,1220,6.28441, ASIA
121,67, phh2o ,1195,6.66146, ASIA
121,67.5, phh2o ,1171,6.08139, ASIA
121,68, phh2o ,1146,6.40043, ASIA
121,68.5, phh2o ,1120,6.51644, ASIA
121,69, phh2o ,1095,5.90736, ASIA
121,69.5, phh2o ,1070,6.37142, ASIA
121.5,65, phh2o ,1294,5.52169, ASIA
121.5,65.5, phh2o ,1270,5.65848, ASIA
121.5,66, phh2o ,1245,6.51644, ASIA
121.5,66.5, phh2o ,1220,6.02338, ASIA
121.5,67, phh2o ,1195,6.1684, ASIA
121.5,67.5, phh2o ,1171,5.87695, ASIA
121.5,68, phh2o ,1146,6.11039, ASIA
121.5,68.5, phh2o ,1120,5.99437, ASIA
121.5,69, phh2o ,1095,5.87836, ASIA
121.5,69.5, phh2o ,1070,6.45844, ASIA
122,65, phh2o ,1294,5.52169, ASIA
122,65.5, phh2o ,1270,5.57147, ASIA
122,66, phh2o ,1245,5.87695, ASIA
122,66.5, phh2o ,1220,5.82035, ASIA
122,67, phh2o ,1195,5.87695, ASIA
122,67.5, phh2o ,1171,5.99014, ASIA
122,68, phh2o ,1146,5.82035, ASIA
122,68.5, phh2o ,1120,5.82035, ASIA
122,69, phh2o ,1095,5.82035, ASIA
122,69.5, phh2o ,1070,6.1684, ASIA
122.5,65, phh2o ,1294,5.52169, ASIA
122.5,65.5, phh2o ,1270,5.57147, ASIA
122.5,66, phh2o ,1245,6.15993, ASIA
122.5,66.5, phh2o ,1220,6.07504, ASIA
122.5,67, phh2o ,1195,6.32972, ASIA
122.5,67.5, phh2o ,1171,5.90525, ASIA
122.5,68, phh2o ,1146,5.82035, ASIA
122.5,68.5, phh2o ,1120,5.82035, ASIA
122.5,69, phh2o ,1095,5.82035, ASIA
122.5,69.5, phh2o ,1070,6.1684, ASIA
123,65, phh2o ,1294,5.52169, ASIA
123,65.5, phh2o ,1270,5.57147, ASIA
123,66, phh2o ,1245,6.18823, ASIA
123,66.5, phh2o ,1220,6.81079, ASIA
123,67, phh2o ,1195,6.6976, ASIA
123,67.5, phh2o ,1171,6.13651, ASIA
123,68, phh2o ,1146,5.82035, ASIA
123,68.5, phh2o ,1120,5.82035, ASIA
123,69, phh2o ,1095,5.82035, ASIA
123,69.5, phh2o ,1070,6.1684, ASIA
123.5,65, phh2o ,1294,5.88763, ASIA
123.5,65.5, phh2o ,1270,6.61952, ASIA
123.5,66, phh2o ,1245,6.6976, ASIA
123.5,66.5, phh2o ,1220,6.13163, ASIA
123.5,67, phh2o ,1195,5.82035, ASIA
123.5,67.5, phh2o ,1171,6.42405, ASIA
123.5,68, phh2o ,1146,6.53347, ASIA
123.5,68.5, phh2o ,1120,5.99014, ASIA
123.5,69, phh2o ,1095,5.82035, ASIA
123.5,69.5, phh2o ,1070,5.90736, ASIA
124,65, phh2o ,1294,6.69271, ASIA
124,65.5, phh2o ,1270,6.21698, ASIA
124,66, phh2o ,1245,5.84865, ASIA
124,66.5, phh2o ,1220,5.82035, ASIA
124,67, phh2o ,1195,5.82035, ASIA
124,67.5, phh2o ,1171,6.13163, ASIA
124,68, phh2o ,1146,6.40249, ASIA
124,68.5, phh2o ,1120,6.51164, ASIA
124,69, phh2o ,1095,5.93354, ASIA
124,69.5, phh2o ,1070,5.82035, ASIA
124.5,65, phh2o ,1294,5.52169, ASIA
124.5,65.5, phh2o ,1270,5.54658, ASIA
124.5,66, phh2o ,1245,5.82035, ASIA
124.5,66.5, phh2o ,1220,5.82035, ASIA
124.5,67, phh2o ,1195,5.82035, ASIA
124.5,67.5, phh2o ,1171,5.82035, ASIA
124.5,68, phh2o ,1146,5.82035, ASIA
124.5,68.5, phh2o ,1120,6.20238, ASIA
124.5,69, phh2o ,1095,6.40249, ASIA
124.5,69.5, phh2o ,1070,5.82035, ASIA
125,65, phh2o ,1294,5.52169, ASIA
125,65.5, phh2o ,1270,5.59636, ASIA
125,66, phh2o ,1245,5.82035, ASIA
125,66.5, phh2o ,1220,5.82035, ASIA
125,67, phh2o ,1195,5.82035, ASIA
125,67.5, phh2o ,1171,5.88111, ASIA
125,68, phh2o ,1146,5.85681, ASIA
125,68.5, phh2o ,1120,5.82035, ASIA
125,69, phh2o ,1095,6.44474, ASIA
125,69.5, phh2o ,1070,5.87695, ASIA
125.5,65, phh2o ,1294,5.52169, ASIA
125.5,65.5, phh2o ,1270,5.67815, ASIA
125.5,66, phh2o ,1245,5.84465, ASIA
125.5,66.5, phh2o ,1220,5.84465, ASIA
125.5,67, phh2o ,1195,5.87504, ASIA
125.5,67.5, phh2o ,1171,6.02694, ASIA
125.5,68, phh2o ,1146,5.92972, ASIA
125.5,68.5, phh2o ,1120,5.82035, ASIA
125.5,69, phh2o ,1095,5.88028, ASIA
125.5,69.5, phh2o ,1070,6.51046, ASIA
126,65, phh2o ,1294,5.66541, ASIA
126,65.5, phh2o ,1270,5.79476, ASIA
126,66, phh2o ,1245,5.96618, ASIA
126,66.5, phh2o ,1220,5.88111, ASIA
126,67, phh2o ,1195,6.01479, ASIA
126,67.5, phh2o ,1171,6.03909, ASIA
126,68, phh2o ,1146,5.98573, ASIA
126,68.5, phh2o ,1120,5.90542, ASIA
126,69, phh2o ,1095,5.84465, ASIA
126,69.5, phh2o ,1070,6.44474, ASIA
126.5,65, phh2o ,1294,5.94292, ASIA
126.5,65.5, phh2o ,1270,5.99597, ASIA
126.5,66, phh2o ,1245,6.1025, ASIA
126.5,66.5, phh2o ,1220,6.03566, ASIA
126.5,67, phh2o ,1195,6.30857, ASIA
126.5,67.5, phh2o ,1171,6.21346, ASIA
126.5,68, phh2o ,1146,6.08559, ASIA
126.5,68.5, phh2o ,1120,6.03909, ASIA
126.5,69, phh2o ,1095,5.96618, ASIA
126.5,69.5, phh2o ,1070,5.83858, ASIA
127,65, phh2o ,1294,6.13019, ASIA
127,65.5, phh2o ,1270,6.29272, ASIA
127,66, phh2o ,1245,6.27687, ASIA
127,66.5, phh2o ,1220,6.22931, ASIA
127,67, phh2o ,1195,6.37198, ASIA
127,67.5, phh2o ,1171,6.41954, ASIA
127,68, phh2o ,1146,6.01241, ASIA
127,68.5, phh2o ,1120,6.07079, ASIA
127,69, phh2o ,1095,6.03909, ASIA
127,69.5, phh2o ,1070,5.89934, ASIA
127.5,65, phh2o ,1294,6.01478, ASIA
127.5,65.5, phh2o ,1270,6.37198, ASIA
127.5,66, phh2o ,1245,6.38783, ASIA
127.5,66.5, phh2o ,1220,6.30857, ASIA
127.5,67, phh2o ,1195,6.4988, ASIA
127.5,67.5, phh2o ,1171,6.48294, ASIA
127.5,68, phh2o ,1146,6.03804, ASIA
127.5,68.5, phh2o ,1120,6.41954, ASIA
127.5,69, phh2o ,1095,6.16591, ASIA
127.5,69.5, phh2o ,1070,5.9601, ASIA
128,65, phh2o ,1294,6.1342, ASIA
128,65.5, phh2o ,1270,6.59391, ASIA
128,66, phh2o ,1245,6.5622, ASIA
128,66.5, phh2o ,1220,6.30857, ASIA
128,67, phh2o ,1195,6.57806, ASIA
128,67.5, phh2o ,1171,6.60976, ASIA
128,68, phh2o ,1146,6.21346, ASIA
128,68.5, phh2o ,1120,6.32442, ASIA
128,69, phh2o ,1095,6.05494, ASIA
128,69.5, phh2o ,1070,6.26102, ASIA
128.5,65, phh2o ,1294,6.26102, ASIA
128.5,65.5, phh2o ,1270,6.46709, ASIA
128.5,66, phh2o ,1245,6.51465, ASIA
128.5,66.5, phh2o ,1220,6.60976, ASIA
128.5,67, phh2o ,1195,6.60976, ASIA
128.5,67.5, phh2o ,1171,6.60976, ASIA
128.5,68, phh2o ,1146,6.37198, ASIA
128.5,68.5, phh2o ,1120,6.30857, ASIA
128.5,69, phh2o ,1095,6.22931, ASIA
128.5,69.5, phh2o ,1070,6.60976, ASIA
129,65, phh2o ,1294,6.48294, ASIA
129,65.5, phh2o ,1270,6.32442, ASIA
129,66, phh2o ,1245,6.03909, ASIA
129,66.5, phh2o ,1220,6.37198, ASIA
129,67, phh2o ,1195,6.57806, ASIA
129,67.5, phh2o ,1171,6.60976, ASIA
129,68, phh2o ,1146,6.60976, ASIA
129,68.5, phh2o ,1120,6.5305, ASIA
129,69, phh2o ,1095,6.34028, ASIA
129,69.5, phh2o ,1070,6.63508, ASIA
129.5,65, phh2o ,1294,6.24517, ASIA
129.5,65.5, phh2o ,1270,6.27687, ASIA
129.5,66, phh2o ,1245,6.03909, ASIA
129.5,66.5, phh2o ,1220,6.15005, ASIA
129.5,67, phh2o ,1195,6.32442, ASIA
129.5,67.5, phh2o ,1171,6.38783, ASIA
129.5,68, phh2o ,1146,6.60976, ASIA
129.5,68.5, phh2o ,1120,6.59391, ASIA
129.5,69, phh2o ,1095,6.60976, ASIA
129.5,69.5, phh2o ,1070,6.64352, ASIA
130,65, phh2o ,1294,6.1025, ASIA
130,65.5, phh2o ,1270,6.24517, ASIA
130,66, phh2o ,1245,6.03909, ASIA
130,66.5, phh2o ,1220,6.03909, ASIA
130,67, phh2o ,1195,6.15005, ASIA
130,67.5, phh2o ,1171,6.46709, ASIA
130,68, phh2o ,1146,6.34028, ASIA
130,68.5, phh2o ,1120,6.34028, ASIA
130,69, phh2o ,1095,6.57806, ASIA
130,69.5, phh2o ,1070,6.63508, ASIA
130.5,65, phh2o ,1294,6.03909, ASIA
130.5,65.5, phh2o ,1270,6.03909, ASIA
130.5,66, phh2o ,1245,6.03909, ASIA
130.5,66.5, phh2o ,1220,6.03909, ASIA
130.5,67, phh2o ,1195,6.03909, ASIA
130.5,67.5, phh2o ,1171,6.29272, ASIA
130.5,68, phh2o ,1146,6.29272, ASIA
130.5,68.5, phh2o ,1120,6.08665, ASIA
130.5,69, phh2o ,1095,6.34028, ASIA
130.5,69.5, phh2o ,1070,6.71103, ASIA
131,65, phh2o ,1294,6.03909, ASIA
131,65.5, phh2o ,1270,6.03909, ASIA
131,66, phh2o ,1245,6.03909, ASIA
131,66.5, phh2o ,1220,6.03909, ASIA
131,67, phh2o ,1195,6.03909, ASIA
131,67.5, phh2o ,1171,6.26387, ASIA
131,68, phh2o ,1146,6.0635, ASIA
131,68.5, phh2o ,1120,6.11038, ASIA
131,69, phh2o ,1095,6.09076, ASIA
131,69.5, phh2o ,1070,6.749, ASIA
131.5,65, phh2o ,1294,6.03909, ASIA
131.5,65.5, phh2o ,1270,6.03909, ASIA
131.5,66, phh2o ,1245,6.09327, ASIA
131.5,66.5, phh2o ,1220,6.04194, ASIA
131.5,67, phh2o ,1195,6.03909, ASIA
131.5,67.5, phh2o ,1171,6.13512, ASIA
131.5,68, phh2o ,1146,6.17731, ASIA
131.5,68.5, phh2o ,1120,6.14175, ASIA
131.5,69, phh2o ,1095,6.1332, ASIA
131.5,69.5, phh2o ,1070,6.64112, ASIA
132,65, phh2o ,1294,6.30857, ASIA
132,65.5, phh2o ,1270,6.30857, ASIA
132,66, phh2o ,1245,6.11894, ASIA
132,66.5, phh2o ,1220,6.08757, ASIA
132,67, phh2o ,1195,6.03909, ASIA
132,67.5, phh2o ,1171,6.08186, ASIA
132,68, phh2o ,1146,6.26672, ASIA
132,68.5, phh2o ,1120,6.10753, ASIA
132,69, phh2o ,1095,6.14175, ASIA
132,69.5, phh2o ,1070,6.15897, ASIA
132.5,65, phh2o ,1294,6.1342, ASIA
132.5,65.5, phh2o ,1270,6.26102, ASIA
132.5,66, phh2o ,1245,6.12179, ASIA
132.5,66.5, phh2o ,1220,6.14175, ASIA
132.5,67, phh2o ,1195,6.10753, ASIA
132.5,67.5, phh2o ,1171,6.11038, ASIA
132.5,68, phh2o ,1146,6.15827, ASIA
132.5,68.5, phh2o ,1120,6.25372, ASIA
132.5,69, phh2o ,1095,6.10468, ASIA
132.5,69.5, phh2o ,1070,6.14175, ASIA
133,65, phh2o ,1294,6.27687, ASIA
133,65.5, phh2o ,1270,6.0635, ASIA
133,66, phh2o ,1245,6.1462, ASIA
133,66.5, phh2o ,1220,6.14175, ASIA
133,67, phh2o ,1195,6.09897, ASIA
133,67.5, phh2o ,1171,6.14175, ASIA
133,68, phh2o ,1146,6.09897, ASIA
133,68.5, phh2o ,1120,6.32442, ASIA
133,69, phh2o ,1095,6.11835, ASIA
133,69.5, phh2o ,1070,6.12464, ASIA
133.5,65, phh2o ,1294,6.1342, ASIA
133.5,65.5, phh2o ,1270,6.48294, ASIA
133.5,66, phh2o ,1245,6.12338, ASIA
133.5,66.5, phh2o ,1220,6.11608, ASIA
133.5,67, phh2o ,1195,6.11038, ASIA
133.5,67.5, phh2o ,1171,6.11894, ASIA
133.5,68, phh2o ,1146,6.11038, ASIA
133.5,68.5, phh2o ,1120,6.12942, ASIA
133.5,69, phh2o ,1095,6.24517, ASIA
133.5,69.5, phh2o ,1070,6.10753, ASIA
134,65, phh2o ,1294,6.16591, ASIA
134,65.5, phh2o ,1270,6.23216, ASIA
134,66, phh2o ,1245,6.12179, ASIA
134,66.5, phh2o ,1220,6.10753, ASIA
134,67, phh2o ,1195,6.11608, ASIA
134,67.5, phh2o ,1171,6.13605, ASIA
134,68, phh2o ,1146,6.1389, ASIA
134,68.5, phh2o ,1120,6.10183, ASIA
134,69, phh2o ,1095,6.27687, ASIA
134,69.5, phh2o ,1070,6.22818, ASIA
134.5,65, phh2o ,1294,6.21346, ASIA
134.5,65.5, phh2o ,1270,6.38783, ASIA
134.5,66, phh2o ,1245,6.13479, ASIA
134.5,66.5, phh2o ,1220,6.10183, ASIA
134.5,67, phh2o ,1195,6.14175, ASIA
134.5,67.5, phh2o ,1171,6.14175, ASIA
134.5,68, phh2o ,1146,6.14175, ASIA
134.5,68.5, phh2o ,1120,6.14175, ASIA
134.5,69, phh2o ,1095,6.09646, ASIA
134.5,69.5, phh2o ,1070,6.17071, ASIA
135,65, phh2o ,1294,6.19727, ASIA
135,65.5, phh2o ,1270,6.21346, ASIA
135,66, phh2o ,1245,6.26102, ASIA
135,66.5, phh2o ,1220,6.09897, ASIA
135,67, phh2o ,1195,6.12464, ASIA
135,67.5, phh2o ,1171,6.14175, ASIA
135,68, phh2o ,1146,6.10183, ASIA
135,68.5, phh2o ,1120,6.11608, ASIA
135,69, phh2o ,1095,6.14175, ASIA
135,69.5, phh2o ,1070,6.14175, ASIA
135.5,65, phh2o ,1294,6.0619, ASIA
135.5,65.5, phh2o ,1270,6.08665, ASIA
135.5,66, phh2o ,1245,6.27687, ASIA
135.5,66.5, phh2o ,1220,6.12464, ASIA
135.5,67, phh2o ,1195,6.1389, ASIA
135.5,67.5, phh2o ,1171,6.11323, ASIA
135.5,68, phh2o ,1146,6.06475, ASIA
135.5,68.5, phh2o ,1120,6.07616, ASIA
135.5,69, phh2o ,1095,6.12179, ASIA
135.5,69.5, phh2o ,1070,6.31851, ASIA
136,65, phh2o ,1294,6.1342, ASIA
136,65.5, phh2o ,1270,6.03909, ASIA
136,66, phh2o ,1245,6.07079, ASIA
136,66.5, phh2o ,1220,6.09327, ASIA
136,67, phh2o ,1195,6.14175, ASIA
136,67.5, phh2o ,1171,6.07331, ASIA
136,68, phh2o ,1146,6.09612, ASIA
136,68.5, phh2o ,1120,6.14687, ASIA
136,69, phh2o ,1095,6.14687, ASIA
136,69.5, phh2o ,1070,6.47348, ASIA
136.5,65, phh2o ,1294,6.03909, ASIA
136.5,65.5, phh2o ,1270,6.03909, ASIA
136.5,66, phh2o ,1245,6.03909, ASIA
136.5,66.5, phh2o ,1220,6.08186, ASIA
136.5,67, phh2o ,1195,6.14175, ASIA
136.5,67.5, phh2o ,1171,6.05335, ASIA
136.5,68, phh2o ,1146,6.10183, ASIA
136.5,68.5, phh2o ,1120,6.23502, ASIA
136.5,69, phh2o ,1095,6.34028, ASIA
136.5,69.5, phh2o ,1070,6.63393, ASIA
137,65, phh2o ,1294,6.03909, ASIA
137,65.5, phh2o ,1270,6.03909, ASIA
137,66, phh2o ,1245,6.08665, ASIA
137,66.5, phh2o ,1220,6.11038, ASIA
137,67, phh2o ,1195,6.1389, ASIA
137,67.5, phh2o ,1171,6.04764, ASIA
137,68, phh2o ,1146,6.11323, ASIA
137,68.5, phh2o ,1120,6.35739, ASIA
137,69, phh2o ,1095,6.60976, ASIA
137,69.5, phh2o ,1070,6.73212, ASIA
137.5,65, phh2o ,1294,6.03909, ASIA
137.5,65.5, phh2o ,1270,6.19761, ASIA
137.5,66, phh2o ,1245,6.27242, ASIA
137.5,66.5, phh2o ,1220,6.13034, ASIA
137.5,67, phh2o ,1195,6.18587, ASIA
137.5,67.5, phh2o ,1171,6.1342, ASIA
137.5,68, phh2o ,1146,6.05494, ASIA
137.5,68.5, phh2o ,1120,6.35613, ASIA
137.5,69, phh2o ,1095,6.59391, ASIA
137.5,69.5, phh2o ,1070,6.749, ASIA
138,65, phh2o ,1294,6.03909, ASIA
138,65.5, phh2o ,1270,6.40368, ASIA
138,66, phh2o ,1245,6.07365, ASIA
138,66.5, phh2o ,1220,6.12405, ASIA
138,67, phh2o ,1195,6.41954, ASIA
138,67.5, phh2o ,1171,6.16591, ASIA
138,68, phh2o ,1146,6.34028, ASIA
138,68.5, phh2o ,1120,6.1342, ASIA
138,69, phh2o ,1095,6.57076, ASIA
138,69.5, phh2o ,1070,6.24085, ASIA
138.5,65, phh2o ,1294,6.11835, ASIA
138.5,65.5, phh2o ,1270,6.51465, ASIA
138.5,66, phh2o ,1245,6.15005, ASIA
138.5,66.5, phh2o ,1220,6.32442, ASIA
138.5,67, phh2o ,1195,6.59391, ASIA
138.5,67.5, phh2o ,1171,6.57806, ASIA
138.5,68, phh2o ,1146,6.30857, ASIA
138.5,68.5, phh2o ,1120,6.45124, ASIA
138.5,69, phh2o ,1095,6.60976, ASIA
138.5,69.5, phh2o ,1070,6.30163, ASIA
139,65, phh2o ,1294,6.1342, ASIA
139,65.5, phh2o ,1270,6.60976, ASIA
139,66, phh2o ,1245,6.30857, ASIA
139,66.5, phh2o ,1220,6.4988, ASIA
139,67, phh2o ,1195,6.38783, ASIA
139,67.5, phh2o ,1171,6.24517, ASIA
139,68, phh2o ,1146,6.1342, ASIA
139,68.5, phh2o ,1120,6.48294, ASIA
139,69, phh2o ,1095,6.59676, ASIA
139,69.5, phh2o ,1070,6.53849, ASIA
139.5,65, phh2o ,1294,6.41954, ASIA
139.5,65.5, phh2o ,1270,6.60976, ASIA
139.5,66, phh2o ,1245,6.5622, ASIA
139.5,66.5, phh2o ,1220,6.5305, ASIA
139.5,67, phh2o ,1195,6.07079, ASIA
139.5,67.5, phh2o ,1171,6.24517, ASIA
139.5,68, phh2o ,1146,6.46709, ASIA
139.5,68.5, phh2o ,1120,6.43539, ASIA
139.5,69, phh2o ,1095,6.4582, ASIA
139.5,69.5, phh2o ,1070,6.30163, ASIA
140,65, phh2o ,1294,6.32442, ASIA
140,65.5, phh2o ,1270,6.60976, ASIA
140,66, phh2o ,1245,6.5305, ASIA
140,66.5, phh2o ,1220,6.21346, ASIA
140,67, phh2o ,1195,6.18196, ASIA
140,67.5, phh2o ,1171,6.5305, ASIA
140,68, phh2o ,1146,6.18176, ASIA
140,68.5, phh2o ,1120,6.21346, ASIA
140,69, phh2o ,1095,6.41954, ASIA
140,69.5, phh2o ,1070,6.29775, ASIA
140.5,65, phh2o ,1294,6.34028, ASIA
140.5,65.5, phh2o ,1270,6.60976, ASIA
140.5,66, phh2o ,1245,6.16591, ASIA
140.5,66.5, phh2o ,1220,6.04075, ASIA
140.5,67, phh2o ,1195,6.05846, ASIA
140.5,67.5, phh2o ,1171,6.35613, ASIA
140.5,68, phh2o ,1146,6.04261, ASIA
140.5,68.5, phh2o ,1120,6.04137, ASIA
140.5,69, phh2o ,1095,6.24517, ASIA
140.5,69.5, phh2o ,1070,6.43551, ASIA
141,65, phh2o ,1294,6.57806, ASIA
141,65.5, phh2o ,1270,6.60976, ASIA
141,66, phh2o ,1245,6.03909, ASIA
141,66.5, phh2o ,1220,6.18196, ASIA
141,67, phh2o ,1195,6.10643, ASIA
141,67.5, phh2o ,1171,6.26185, ASIA
141,68, phh2o ,1146,6.06219, ASIA
141,68.5, phh2o ,1120,6.13607, ASIA
141,69, phh2o ,1095,6.41954, ASIA
141,69.5, phh2o ,1070,6.37929, ASIA
141.5,65, phh2o ,1294,6.51465, ASIA
141.5,65.5, phh2o ,1270,6.57806, ASIA
141.5,66, phh2o ,1245,6.03909, ASIA
141.5,66.5, phh2o ,1220,6.24517, ASIA
141.5,67, phh2o ,1195,6.21657, ASIA
141.5,67.5, phh2o ,1171,6.04199, ASIA
141.5,68, phh2o ,1146,6.21761, ASIA
141.5,68.5, phh2o ,1120,6.19761, ASIA
141.5,69, phh2o ,1095,6.46709, ASIA
141.5,69.5, phh2o ,1070,6.21975, ASIA
142,65, phh2o ,1294,6.38783, ASIA
142,65.5, phh2o ,1270,6.35613, ASIA
142,66, phh2o ,1245,6.03909, ASIA
142,66.5, phh2o ,1220,6.13482, ASIA
142,67, phh2o ,1195,6.18424, ASIA
142,67.5, phh2o ,1171,6.04655, ASIA
142,68, phh2o ,1146,6.04614, ASIA
142,68.5, phh2o ,1120,6.12063, ASIA
142,69, phh2o ,1095,6.41954, ASIA
142,69.5, phh2o ,1070,6.19375, ASIA
142.5,65, phh2o ,1294,6.16591, ASIA
142.5,65.5, phh2o ,1270,6.03909, ASIA
142.5,66, phh2o ,1245,6.03909, ASIA
142.5,66.5, phh2o ,1220,6.04365, ASIA
142.5,67, phh2o ,1195,6.04241, ASIA
142.5,67.5, phh2o ,1171,6.04655, ASIA
142.5,68, phh2o ,1146,6.24006, ASIA
142.5,68.5, phh2o ,1120,6.13793, ASIA
142.5,69, phh2o ,1095,6.3859, ASIA
142.5,69.5, phh2o ,1070,6.14175, ASIA
143,65, phh2o ,1294,6.1025, ASIA
143,65.5, phh2o ,1270,6.03909, ASIA
143,66, phh2o ,1245,6.05494, ASIA
143,66.5, phh2o ,1220,6.13772, ASIA
143,67, phh2o ,1195,6.04489, ASIA
143,67.5, phh2o ,1171,6.04655, ASIA
143,68, phh2o ,1146,6.24847, ASIA
